,ID,Name,State,avg_temp,max_temp,min_temp,precipitation,fips
387,GA-061,Clay County,Georgia,66.9,77.7,56.1,275.65,12129
388,GA-063,Clayton County,Georgia,63.5,74.2,52.8,291.09,12131
389,GA-065,Clinch County,Georgia,68.2,79.6,56.9,237.15,12133
390,GA-067,Cobb County,Georgia,62.4,73,51.8,293.09,13001
391,GA-069,Coffee County,Georgia,67.5,78.5,56.5,239.71,13003
392,GA-071,Colquitt County,Georgia,66.9,77.7,56.1,263.83,13005
393,GA-073,Columbia County,Georgia,65.1,76.2,54,241.57,13007
394,GA-075,Cook County,Georgia,67,78.1,55.9,263.22,13009
395,GA-077,Coweta County,Georgia,63.7,74.8,52.6,298.72,13011
396,GA-079,Crawford County,Georgia,65.2,77,53.4,254.43,13013
397,GA-081,Crisp County,Georgia,67.1,78.5,55.8,268.02,13015
398,GA-083,Dade County,Georgia,60.2,69.9,50.4,331.91,13017
399,GA-085,Dawson County,Georgia,59.5,70.2,48.7,348.68,13019
400,GA-087,Decatur County,Georgia,68.3,79.3,57.2,269.1,13021
401,GA-089,DeKalb County,Georgia,62.9,73.6,52.2,296.37,13023
402,GA-091,Dodge County,Georgia,66.8,78,55.6,263.28,13025
403,GA-093,Dooly County,Georgia,66.7,78.2,55.2,267.25,13027
404,GA-095,Dougherty County,Georgia,67.6,78.3,56.9,262.77,13029
405,GA-097,Douglas County,Georgia,62.8,73.7,51.9,307.46,13031
406,GA-099,Early County,Georgia,67.7,78.5,56.9,276.49,13033
407,GA-101,Echols County,Georgia,68.1,79.5,56.8,250.74,13035
408,GA-103,Effingham County,Georgia,67.4,78.6,56.2,253.64,13037
409,GA-105,Elbert County,Georgia,63,73.8,52.2,266.32,13039
410,GA-107,Emanuel County,Georgia,66.3,77.8,54.9,255.51,13043
411,GA-109,Evans County,Georgia,67.5,79,56.1,256.34,13045
412,GA-111,Fannin County,Georgia,57.2,68.4,46,375.85,13047
413,GA-113,Fayette County,Georgia,63.8,74.6,53,287.66,13049
414,GA-115,Floyd County,Georgia,61.8,72.9,50.7,307.84,13051
415,GA-117,Forsyth County,Georgia,60.8,71.5,50.1,314.78,13053
416,GA-119,Franklin County,Georgia,62.1,72.9,51.4,271.66,13055
417,GA-121,Fulton County,Georgia,62.8,73.5,52.1,299.47,13057
418,GA-123,Gilmer County,Georgia,58,68.7,47.2,378.8,13059
419,GA-125,Glascock County,Georgia,64.7,76.1,53.2,250.77,13061
420,GA-127,Glynn County,Georgia,69.1,79.2,59,251.96,13063
421,GA-129,Gordon County,Georgia,61.3,72.4,50.1,315.19,13065
422,GA-131,Grady County,Georgia,67.9,78.8,57,269.92,13067
423,GA-133,Greene County,Georgia,64,75.5,52.5,261.84,13069
424,GA-135,Gwinnett County,Georgia,62,72.7,51.4,302.89,13071
425,GA-137,Habersham County,Georgia,59.9,70.2,49.6,368.88,13073
426,GA-139,Hall County,Georgia,61.2,71.7,50.6,326,13075
427,GA-141,Hancock County,Georgia,64.5,76.2,52.9,249.73,13077
428,GA-143,Haralson County,Georgia,61.8,73,50.5,317.84,13079
429,GA-145,Harris County,Georgia,64,75.2,52.8,290.88,13081
430,GA-147,Hart County,Georgia,62.4,73.2,51.7,271.26,13083
431,GA-149,Heard County,Georgia,63.1,74.5,51.7,307.21,13085
432,GA-151,Henry County,Georgia,63.8,75,52.6,278.53,13087
433,GA-153,Houston County,Georgia,66.3,78,54.6,263.33,13089
434,GA-155,Irwin County,Georgia,67.1,78.3,56,257.65,13091
435,GA-157,Jackson County,Georgia,62.5,73,51.9,301.82,13093
436,GA-159,Jasper County,Georgia,64.5,76.8,52.3,248.01,13095
437,GA-161,Jeff Davis County,Georgia,67.3,78.4,56.3,242.75,13097
438,GA-163,Jefferson County,Georgia,65.1,76.6,53.6,251.69,13099
439,GA-165,Jenkins County,Georgia,66.3,78.1,54.6,242.47,13101
440,GA-167,Johnson County,Georgia,65.8,77.3,54.3,257.3,13103
441,GA-169,Jones County,Georgia,65.2,77.3,53,246.01,13105
442,GA-171,Lamar County,Georgia,64.3,75.9,52.7,266.91,13107
443,GA-173,Lanier County,Georgia,67.5,78.8,56.1,250.85,13109
444,GA-175,Laurens County,Georgia,66.5,77.9,55.1,265.03,13111
445,GA-177,Lee County,Georgia,67.3,78.1,56.4,271.24,13113
446,GA-179,Liberty County,Georgia,68.3,79.1,57.6,250.79,13115
447,GA-181,Lincoln County,Georgia,64,74.9,53,242.74,13117
448,GA-183,Long County,Georgia,68.2,79.5,56.9,253.54,13119
449,GA-185,Lowndes County,Georgia,67.5,78.7,56.4,259.56,13121
450,GA-187,Lumpkin County,Georgia,58.8,69.7,47.9,381.97,13123
451,GA-189,McDuffie County,Georgia,64.5,75.7,53.3,242.58,13125
452,GA-191,McIntosh County,Georgia,68.9,79,58.8,246.35,13127
453,GA-193,Macon County,Georgia,66,77.5,54.5,260.02,13129
454,GA-195,Madison County,Georgia,62.5,73.1,51.8,287.83,13131
455,GA-197,Marion County,Georgia,65.1,76.3,53.9,276.71,13133
456,GA-199,Meriwether County,Georgia,63.7,74.9,52.6,289.38,13135
457,GA-201,Miller County,Georgia,68,78.9,57,270.52,13137
458,GA-205,Mitchell County,Georgia,67.5,78.3,56.8,257.11,13139
459,GA-207,Monroe County,Georgia,64.7,76.9,52.6,250.5,13141
460,GA-209,Montgomery County,Georgia,67.1,78.2,55.9,269.59,13143
461,GA-211,Morgan County,Georgia,64,75.7,52.4,265.99,13145
462,GA-213,Murray County,Georgia,60.4,71.2,49.6,370.41,13147
463,GA-215,Muscogee County,Georgia,65.2,76.6,53.8,281.09,13149
464,GA-217,Newton County,Georgia,63.7,75.4,52,265.11,13151
465,GA-219,Oconee County,Georgia,63.4,74.3,52.4,291.94,13153
466,GA-221,Oglethorpe County,Georgia,63.2,74.3,52.1,270.75,13155
467,GA-223,Paulding County,Georgia,62.1,73,51.2,288.75,13157
468,GA-225,Peach County,Georgia,65.7,77.5,53.9,256.5,13159
469,GA-227,Pickens County,Georgia,59.5,70.1,48.8,334.14,13161
470,GA-229,Pierce County,Georgia,68.3,79.7,57,241.1,13163
471,GA-231,Pike County,Georgia,64.1,75.2,53,279.86,13165
472,GA-233,Polk County,Georgia,62.3,73.4,51.1,294.09,13167
473,GA-235,Pulaski County,Georgia,66.8,78.3,55.3,270.01,13169
474,GA-237,Putnam County,Georgia,64.8,76.9,52.7,245.27,13171
475,GA-239,Quitman County,Georgia,66.2,77.3,55,275.5,13173
476,GA-241,Rabun County,Georgia,57.8,68.1,47.5,397.03,13175
477,GA-243,Randolph County,Georgia,66.5,77.4,55.5,277.3,13177
478,GA-245,Richmond County,Georgia,66.1,77.3,54.9,246.43,13179
479,GA-247,Rockdale County,Georgia,63.3,74.5,52.2,282.64,13181
480,GA-249,Schley County,Georgia,65.6,76.7,54.6,273.2,13183
481,GA-251,Screven County,Georgia,66.5,78.2,54.8,247.92,13185
482,GA-253,Seminole County,Georgia,68.5,79.4,57.5,283.74,13187
483,GA-255,Spalding County,Georgia,64.2,75.3,53.1,276.88,13189
484,GA-257,Stephens County,Georgia,61.6,72.1,51.1,310.32,13191
485,GA-259,Stewart County,Georgia,65.6,77.1,54.2,277.64,13193
486,GA-261,Sumter County,Georgia,66.5,77.4,55.6,275.7,13195
487,GA-263,Talbot County,Georgia,64.3,75.5,53,277.82,13197
488,GA-265,Taliaferro County,Georgia,63.8,75.1,52.4,248.23,13199
489,GA-267,Tattnall County,Georgia,67.6,78.9,56.2,256.27,13201
490,GA-269,Taylor County,Georgia,65,76.4,53.6,262.93,13205
491,GA-271,Telfair County,Georgia,67.3,78.3,56.3,259.14,13207
492,GA-273,Terrell County,Georgia,66.9,77.7,56.1,276.97,13209
493,GA-275,Thomas County,Georgia,67.6,78.4,56.9,272.39,13211
494,GA-277,Tift County,Georgia,66.8,78,55.6,262.36,13213
495,GA-279,Toombs County,Georgia,67.3,78.5,56,260.94,13215
496,GA-281,Towns County,Georgia,56.9,67.8,46,382.98,13217
497,GA-283,Treutlen County,Georgia,66.6,77.9,55.4,270.4,13219
498,GA-285,Troup County,Georgia,63.5,74.9,52.1,295.69,13221
499,GA-287,Turner County,Georgia,66.8,78.1,55.6,264.44,13223
500,GA-289,Twiggs County,Georgia,66,77.7,54.3,259.02,13225
501,GA-291,Union County,Georgia,57,68.1,45.8,383.24,13227
502,GA-293,Upson County,Georgia,64.4,75.8,53,272.73,13229
503,GA-295,Walker County,Georgia,60.9,71.1,50.6,303.77,13231
504,GA-297,Walton County,Georgia,63,74.1,51.9,288.76,13233
505,GA-299,Ware County,Georgia,68.6,79.8,57.3,233.37,13235
506,GA-301,Warren County,Georgia,64.2,75.6,52.8,246.19,13237
507,GA-303,Washington County,Georgia,65.3,76.9,53.7,251.82,13239
508,GA-305,Wayne County,Georgia,68.2,79.6,56.9,254.7,13241
509,GA-307,Webster County,Georgia,65.8,76.9,54.8,279.16,13243
510,GA-309,Wheeler County,Georgia,67.2,78.3,56,267.81,13245
511,GA-311,White County,Georgia,59,69.7,48.3,390.61,13247
512,GA-313,Whitfield County,Georgia,61.3,72,50.5,331.58,13249
513,GA-315,Wilcox County,Georgia,67.1,78.3,55.8,265.14,13251
514,GA-317,Wilkes County,Georgia,63.5,74.5,52.5,247.53,13253
515,GA-319,Wilkinson County,Georgia,65.9,77.6,54.2,253.59,13255
516,GA-321,Worth County,Georgia,67,77.9,56.1,262.11,13257
517,ID-001,Ada County,Idaho,52.4,64.8,40.1,62.02,13259
518,ID-003,Adams County,Idaho,44.2,55,33.5,146.07,13261
519,ID-005,Bannock County,Idaho,46,57.5,34.5,84.07,13263
520,ID-007,Bear Lake County,Idaho,41.2,53.6,28.8,104.14,13265
521,ID-009,Benewah County,Idaho,46.4,56.8,36.1,149.13,13267
522,ID-011,Bingham County,Idaho,45,57.4,32.6,65.37,13269
523,ID-013,Blaine County,Idaho,43,55.3,30.7,79.06,13271
524,ID-015,Boise County,Idaho,44.3,55.9,32.8,142.98,13273
525,ID-017,Bonner County,Idaho,44.3,53.9,34.7,165.49,13275
526,ID-019,Bonneville County,Idaho,42.5,54.3,30.7,106.58,13277
527,ID-021,Boundary County,Idaho,42.4,50.9,33.8,182,13279
528,ID-023,Butte County,Idaho,41.9,54.8,29,58.68,13281
529,ID-025,Camas County,Idaho,42.5,54,31,98.43,13283
530,ID-027,Canyon County,Idaho,52.7,65.9,39.5,48.68,13285
531,ID-029,Caribou County,Idaho,42.4,54.2,30.6,109.18,13287
532,ID-031,Cassia County,Idaho,46.9,58.7,35.1,75.61,13289
533,ID-033,Clark County,Idaho,40.6,52.4,28.7,75.97,13291
534,ID-035,Clearwater County,Idaho,44.4,54.8,34,219.85,13293
535,ID-037,Custer County,Idaho,39,51.5,26.6,103.07,13295
536,ID-039,Elmore County,Idaho,48.3,60.4,36.2,91.56,13297
537,ID-041,Franklin County,Idaho,45.2,57.2,33.3,101.36,13299
538,ID-043,Fremont County,Idaho,40.3,52.1,28.4,105.82,13301
539,ID-045,Gem County,Idaho,49.6,61.3,37.9,90.24,13303
540,ID-047,Gooding County,Idaho,49.9,62.2,37.6,45.99,13305
541,ID-049,Idaho County,Idaho,42.4,54.2,30.7,187.15,13307
542,ID-051,Jefferson County,Idaho,43.8,57.5,30.2,45.85,13309
543,ID-053,Jerome County,Idaho,50.1,62.7,37.5,42.59,13311
544,ID-055,Kootenai County,Idaho,46.3,56.2,36.5,151.48,13313
545,ID-057,Latah County,Idaho,47,58.1,35.9,155.65,13315
546,ID-059,Lemhi County,Idaho,40.1,51.6,28.6,96.79,13317
547,ID-061,Lewis County,Idaho,46,56.8,35.2,131.34,13319
548,ID-063,Lincoln County,Idaho,47.9,60.9,35,43.14,13321
549,ID-065,Madison County,Idaho,43.4,54.9,31.9,76.61,15001
550,ID-067,Minidoka County,Idaho,47.3,60.5,34.2,45.68,15003
551,ID-069,Nez Perce County,Idaho,49.4,60.7,38.1,115.09,15005
552,ID-071,Oneida County,Idaho,46.5,58,35,76.37,15007
553,ID-073,Owyhee County,Idaho,48.4,61.3,35.5,58.74,15009
554,ID-075,Payette County,Idaho,52.3,64.4,40.2,62.15,16001
555,ID-077,Power County,Idaho,46,58.1,34,76.28,16003
556,ID-079,Shoshone County,Idaho,43.4,52.6,34.2,222.82,16005
557,ID-081,Teton County,Idaho,40.7,52.2,29.1,123.38,16007
558,ID-083,Twin Falls County,Idaho,48.2,60.8,35.5,55.28,16009
559,ID-085,Valley County,Idaho,40.1,53,27.2,160.69,16011
560,ID-087,Washington County,Idaho,48.6,59.2,37.9,98.62,16013
561,IL-001,Adams County,Illinois,53.2,62.8,43.6,208.03,16015
562,IL-003,Alexander County,Illinois,58.2,68.3,48,269.71,16017
563,IL-005,Bond County,Illinois,55,65.3,44.8,226.48,16019
564,IL-007,Boone County,Illinois,48.5,58.3,38.8,198.37,16021
565,IL-009,Brown County,Illinois,53,62.8,43.2,208.2,16023
566,IL-011,Bureau County,Illinois,49.9,60,39.7,205.69,16025
567,IL-013,Calhoun County,Illinois,54.8,64.8,44.9,208.41,16027
568,IL-015,Carroll County,Illinois,49,58.9,39.1,205.11,16029
569,IL-017,Cass County,Illinois,53,63.4,42.6,202.54,16031
570,IL-019,Champaign County,Illinois,52.3,62.4,42.2,207.54,16033
571,IL-021,Christian County,Illinois,53.4,63.6,43.3,222.06,16035
572,IL-023,Clark County,Illinois,54.1,64.2,44,240.87,16037
573,IL-025,Clay County,Illinois,55.4,65.1,45.6,258.76,16039
574,IL-027,Clinton County,Illinois,55.9,66.3,45.6,235.88,16041
575,IL-029,Coles County,Illinois,53.5,63.5,43.5,234.71,16043
576,IL-031,Cook County,Illinois,50.6,59.8,41.5,204.73,16045
577,IL-033,Crawford County,Illinois,55,64.7,45.2,238.02,16047
578,IL-035,Cumberland County,Illinois,54,63.9,44.2,245.41,16049
579,IL-037,DeKalb County,Illinois,48.9,58.7,39.1,197.33,16051
580,IL-039,De Witt County,Illinois,52.4,62.4,42.4,200.02,16053
581,IL-041,Douglas County,Illinois,53.2,63.1,43.3,213.11,16055
582,IL-043,DuPage County,Illinois,50.1,59.7,40.6,207.7,16057
583,IL-045,Edgar County,Illinois,53,63.2,42.7,225.48,16059
584,IL-047,Edwards County,Illinois,56.5,66.5,46.5,258.15,16061
585,IL-049,Effingham County,Illinois,54.3,63.9,44.6,247.58,16063
586,IL-051,Fayette County,Illinois,54.5,64.4,44.5,237.29,16065
587,IL-053,Ford County,Illinois,51.5,61.6,41.4,208.73,16067
588,IL-055,Franklin County,Illinois,56.4,66.2,46.6,258,16069
589,IL-057,Fulton County,Illinois,52.2,62.2,42.2,197.11,16071
590,IL-059,Gallatin County,Illinois,56.9,67.1,46.6,248.52,16073
591,IL-061,Greene County,Illinois,54.4,64.4,44.3,209.16,16075
592,IL-063,Grundy County,Illinois,50.9,60.8,41.1,198.44,16077
593,IL-065,Hamilton County,Illinois,56.6,66.9,46.3,252.88,16079
594,IL-067,Hancock County,Illinois,52.3,61.6,43,203.76,16081
595,IL-069,Hardin County,Illinois,57.2,67,47.3,271.81,16083
596,IL-071,Henderson County,Illinois,51.4,61.1,41.6,185.14,16085
597,IL-073,Henry County,Illinois,50.1,59.9,40.4,209.66,16087
598,IL-075,Iroquois County,Illinois,51.4,61.6,41.2,193.01,17001
599,IL-077,Jackson County,Illinois,56.5,66.6,46.5,255.45,17003
600,IL-079,Jasper County,Illinois,54.7,64.1,45.3,247.06,17005
601,IL-081,Jefferson County,Illinois,56.1,66,46.1,249.85,17007
602,IL-083,Jersey County,Illinois,55.1,64.9,45.3,206.46,17009
603,IL-085,Jo Daviess County,Illinois,48.1,57.8,38.4,209.8,17011
604,IL-087,Johnson County,Illinois,57,66.9,47.2,272.17,17013
605,IL-089,Kane County,Illinois,49.2,59,39.4,205.92,17015
606,IL-091,Kankakee County,Illinois,51.1,61,41.1,195.35,17017
607,IL-093,Kendall County,Illinois,50.2,60,40.3,200.64,17019
608,IL-095,Knox County,Illinois,50.6,60.4,40.7,202.46,17021
609,IL-097,Lake County,Illinois,49.3,58.4,40.1,206.5,17023
610,IL-099,LaSalle County,Illinois,50.3,60.2,40.4,195.13,17025
611,IL-101,Lawrence County,Illinois,55.6,65.6,45.6,260.35,17027
612,IL-103,Lee County,Illinois,49.4,59.3,39.5,207.85,17029
613,IL-105,Livingston County,Illinois,51.1,61.1,41.2,204.74,17031
614,IL-107,Logan County,Illinois,52.9,62.9,42.8,202.29,17033
615,IL-109,McDonough County,Illinois,51.8,61.3,42.3,210.08,17035
616,IL-111,McHenry County,Illinois,48.6,58.6,38.7,203.06,17037
617,IL-113,McLean County,Illinois,51.8,61.8,41.7,199.11,17039
618,IL-115,Macon County,Illinois,52.9,62.8,43.1,207.78,17041
619,IL-117,Macoupin County,Illinois,54.1,64.1,44.1,204.43,17043
620,IL-119,Madison County,Illinois,55.6,65.5,45.7,223.12,17045
621,IL-121,Marion County,Illinois,55.3,65.3,45.3,245.26,17047
622,IL-123,Marshall County,Illinois,51.1,61.2,41,199.84,17049
623,IL-125,Mason County,Illinois,53,63.2,42.7,198.31,17051
624,IL-127,Massac County,Illinois,58.1,68.2,48.1,276.86,17053
625,IL-129,Menard County,Illinois,52.9,63,42.8,206.1,17055
626,IL-131,Mercer County,Illinois,50.6,60.4,40.7,196.93,17057
627,IL-133,Monroe County,Illinois,57.1,67.3,46.9,228.92,17059
628,IL-135,Montgomery County,Illinois,53.9,64.1,43.6,214.34,17061
629,IL-137,Morgan County,Illinois,53.2,63.6,42.8,208.63,17063
630,IL-139,Moultrie County,Illinois,53.2,63,43.3,214.73,17065
631,IL-141,Ogle County,Illinois,49.1,59,39.2,203.61,17067
632,IL-143,Peoria County,Illinois,51.9,62,41.9,206.79,17069
633,IL-145,Perry County,Illinois,56.2,66.2,46.2,244.72,17071
634,IL-147,Piatt County,Illinois,52.7,62.5,42.8,206.33,17073
635,IL-149,Pike County,Illinois,53.9,63.8,44,207.18,17075
636,IL-151,Pope County,Illinois,57.1,66.9,47.3,278.79,17077
637,IL-153,Pulaski County,Illinois,58.2,68.3,48.2,268.19,17079
638,IL-155,Putnam County,Illinois,50.7,60.8,40.5,197.31,17081
639,IL-157,Randolph County,Illinois,56.5,66.5,46.4,230.78,17083
640,IL-159,Richland County,Illinois,55.5,65.2,45.8,256.54,17085
641,IL-161,Rock Island County,Illinois,50.4,60.2,40.7,200.7,17087
642,IL-163,St. Clair County,Illinois,56.5,66.7,46.3,222.43,17089
643,IL-165,Saline County,Illinois,56.6,66.6,46.6,258.61,17091
644,IL-167,Sangamon County,Illinois,53.2,63.3,43.1,212.64,17093
645,IL-169,Schuyler County,Illinois,52.7,62.3,43.1,209.69,17095
646,IL-171,Scott County,Illinois,53.7,64,43.4,208.64,17097
647,IL-173,Shelby County,Illinois,53.5,63.4,43.6,234.17,17099
648,IL-175,Stark County,Illinois,50.4,60.5,40.4,206.39,17101
649,IL-177,Stephenson County,Illinois,48.2,58.2,38.3,207.4,17103
650,IL-179,Tazewell County,Illinois,52.6,62.6,42.5,202.32,17105
651,IL-181,Union County,Illinois,57.1,67.1,47.1,270.14,17107
652,IL-183,Vermilion County,Illinois,52.1,62.4,41.7,210.72,17109
653,IL-185,Wabash County,Illinois,56.3,66.3,46.3,260.57,17111
654,IL-187,Warren County,Illinois,50.6,60.4,40.8,188.71,17113
655,IL-189,Washington County,Illinois,55.9,66.2,45.7,245.59,17115
656,IL-191,Wayne County,Illinois,56.5,66.6,46.4,256.02,17117
657,IL-193,White County,Illinois,56.7,67.2,46.2,247.96,17119
658,IL-195,Whiteside County,Illinois,49.9,59.7,40,206.94,17121
659,IL-197,Will County,Illinois,50.7,60.4,40.9,201.52,17123
660,IL-199,Williamson County,Illinois,56.5,66.1,46.8,264.4,17125
661,IL-201,Winnebago County,Illinois,48.8,58.6,39,198.81,17127
662,IL-203,Woodford County,Illinois,51.7,61.8,41.6,200.84,17129
663,IN-001,Adams County,Indiana,51.4,60.8,42.1,212.92,17131
664,IN-003,Allen County,Indiana,50.9,60.5,41.4,207.2,17133
665,IN-005,Bartholomew County,Indiana,54.3,64.5,44.1,259.4,17135
666,IN-007,Benton County,Indiana,51,61,40.9,202.92,17137
667,IN-009,Blackford County,Indiana,52.1,61.6,42.5,215.25,17139
668,IN-011,Boone County,Indiana,51.8,61.5,42.1,214.31,17141
669,IN-013,Brown County,Indiana,53.6,63.8,43.4,255,17143
670,IN-015,Carroll County,Indiana,51.5,61.2,41.7,214.21,17145
671,IN-017,Cass County,Indiana,51.2,60.9,41.4,208.98,17147
672,IN-019,Clark County,Indiana,56.4,67.1,45.6,284.05,17149
673,IN-021,Clay County,Indiana,54,64.3,43.7,237.76,17151
674,IN-023,Clinton County,Indiana,51.5,61.2,41.8,226.06,17153
675,IN-025,Crawford County,Indiana,55.3,66.6,44,288.89,17155
676,IN-027,Daviess County,Indiana,55.3,66,44.7,257.75,17157
677,IN-029,Dearborn County,Indiana,54.7,64.5,44.8,257.32,17159
678,IN-031,Decatur County,Indiana,53.6,63.2,43.9,259.95,17161
679,IN-033,DeKalb County,Indiana,50,59.6,40.4,202.52,17163
680,IN-035,Delaware County,Indiana,52.8,62.5,43.2,219.21,17165
681,IN-037,Dubois County,Indiana,55.4,66.5,44.3,286.78,17167
682,IN-039,Elkhart County,Indiana,50.1,59.6,40.6,197.22,17169
683,IN-041,Fayette County,Indiana,52.7,62.5,42.8,247.9,17171
684,IN-043,Floyd County,Indiana,56.6,67.3,45.9,283.19,17173
685,IN-045,Fountain County,Indiana,52,62.2,41.8,214.92,17175
686,IN-047,Franklin County,Indiana,53.5,63.4,43.6,245.71,17177
687,IN-049,Fulton County,Indiana,50.7,60.5,40.8,204.64,17179
688,IN-051,Gibson County,Indiana,56.4,66.5,46.3,261.82,17181
689,IN-053,Grant County,Indiana,51.9,61.5,42.3,213.82,17183
690,IN-055,Greene County,Indiana,54.4,64.8,44,253.31,17185
691,IN-057,Hamilton County,Indiana,52.2,61.9,42.6,223.28,17187
692,IN-059,Hancock County,Indiana,52.9,62.5,43.3,240.39,17189
693,IN-061,Harrison County,Indiana,56.4,67.3,45.4,283.23,17191
694,IN-063,Hendricks County,Indiana,52.3,62,42.6,222.99,17193
695,IN-065,Henry County,Indiana,52.2,61.9,42.5,239.13,17195
696,IN-067,Howard County,Indiana,51.4,61,41.8,220.24,17197
697,IN-069,Huntington County,Indiana,51.1,60.7,41.6,212.24,17199
698,IN-071,Jackson County,Indiana,54.7,65.2,44.2,262.86,17201
699,IN-073,Jasper County,Indiana,50.7,60.8,40.6,201.86,17203
700,IN-075,Jay County,Indiana,51.8,61.4,42.1,218.8,18001
701,IN-077,Jefferson County,Indiana,55.5,65.4,45.5,277.87,18003
702,IN-079,Jennings County,Indiana,54.7,64.8,44.6,263.47,18005
703,IN-081,Johnson County,Indiana,53.3,63.1,43.5,242.23,18007
704,IN-083,Knox County,Indiana,55.7,66,45.4,255.3,18009
705,IN-085,Kosciusko County,Indiana,50.4,60.2,40.7,196.92,18011
706,IN-087,LaGrange County,Indiana,49.9,59.3,40.5,199.21,18013
707,IN-089,Lake County,Indiana,50.5,60.1,40.9,201.98,18015
708,IN-091,LaPorte County,Indiana,50.1,59.5,40.7,204.29,18017
709,IN-093,Lawrence County,Indiana,54.2,64.8,43.6,269.45,18019
710,IN-095,Madison County,Indiana,52.8,62.3,43.2,229.43,18021
711,IN-097,Marion County,Indiana,52.9,62.5,43.3,225.7,18023
712,IN-099,Marshall County,Indiana,50.3,60.1,40.4,202.97,18025
713,IN-101,Martin County,Indiana,54.9,65.7,44,278.11,18027
714,IN-103,Miami County,Indiana,51.2,60.8,41.6,203.02,18029
715,IN-105,Monroe County,Indiana,53.4,63.6,43.2,249.15,18031
716,IN-107,Montgomery County,Indiana,51.9,62,41.8,223.78,18033
717,IN-109,Morgan County,Indiana,53.2,63,43.3,239.12,18035
718,IN-111,Newton County,Indiana,51,61.1,40.8,201.01,18037
719,IN-113,Noble County,Indiana,50,59.5,40.4,201.1,18039
720,IN-115,Ohio County,Indiana,55.6,65.2,45.9,270.34,18041
721,IN-117,Orange County,Indiana,54.8,66,43.6,285.73,18043
722,IN-119,Owen County,Indiana,53.7,64,43.4,246.01,18045
723,IN-121,Parke County,Indiana,52.6,62.9,42.4,225.97,18047
724,IN-123,Perry County,Indiana,55.5,66.3,44.6,289.78,18049
725,IN-125,Pike County,Indiana,55.9,66.4,45.3,261.19,18051
726,IN-127,Porter County,Indiana,50.3,59.6,40.9,203.72,18053
727,IN-129,Posey County,Indiana,56.8,66.8,46.8,252.35,18055
728,IN-131,Pulaski County,Indiana,50.6,60.8,40.5,209.92,18057
729,IN-133,Putnam County,Indiana,52.5,62.6,42.3,231.51,18059
730,IN-135,Randolph County,Indiana,51.8,61.5,42.1,227.58,18061
731,IN-137,Ripley County,Indiana,54,63.8,44.2,263.51,18063
732,IN-139,Rush County,Indiana,52.9,62.6,43.2,247.7,18065
733,IN-141,St. Joseph County,Indiana,50,59.6,40.4,207.61,18067
734,IN-143,Scott County,Indiana,55.5,66.2,44.9,273.73,18069
735,IN-145,Shelby County,Indiana,53.7,63.4,44,247.45,18071
736,IN-147,Spencer County,Indiana,56.2,66.7,45.7,281.63,18073
737,IN-149,Starke County,Indiana,50.5,60.3,40.6,210.76,18075
738,IN-151,Steuben County,Indiana,49.4,58.8,39.9,205.08,18077
739,IN-153,Sullivan County,Indiana,55,65.2,44.9,241.56,18079
740,IN-155,Switzerland County,Indiana,55.9,65.5,46.4,275.58,18081
